Card ID,Title,Current Page,Proposed Area,Action,Flags,Owner,Card Type,Dataset,Last Modified,Age Days,Has Description,Locked
1828841804,FRL Social Full Ep. Views,2026 Studio Shows Goal,Content & Viewership,Review → Keep or Retire,Stale (1+ yr); No description,Charles Cooper,kpi,PROD | Studio Show Goals,2025-02-04,498,No,No
1829990406,Upcoming Renewals - Monthly,Upcoming Renewals,Subscriber Health,Review → Keep or Retire,Stale (1+ yr); No description,,kpi,PROD | Dim Subscription,2024-10-24,601,No,No
1830224978,On Site - Videos,2026 Studio Shows Goal,Content & Viewership,Review → Keep or Retire,Stale (1+ yr); No description,Charles Cooper,kpi,PROD | Studio Show Goals,2025-02-04,498,No,No
1830436972,% to Renewal Cash Forecast,DEP - Exec Dashboard - 2025,Revenue & Finance,Retire,No description; Duplicate title; Noise page,Matthew Murman,kpi,PROD | Forecast Agg - 2026 - CEO,2026-02-04,133,No,No
1831148825,Minutes per Play,JH Dash,Product & Tech,Retire,Stale (1+ yr); No description; Duplicate title; Noise page,Justin Hoyman,kpi,PROD | Platform Stream Counts,2024-08-15,671,No,No
1831431766,Video Revenue,Ad Sales Reporting - MTD,Revenue & Finance,Document,No description,Charles Cooper,kpi,raw_gam_spring_granular,2026-06-01,16,No,No
1831705600,Total Viewership Heatmap,Event Intensity Heatmaps,Content & Viewership,Review → Keep or Retire,Stale (1+ yr); No description,,kpi,PROD | Event Agg Enumerated,2025-04-21,422,No,No
1831952529,Signup Continue to Completion CVR,DEP - Funnel,Acquisition & Funnel,Retire,Stale (1+ yr); No description; Noise page,,kpi,DEP | Funnel Agg,2025-03-11,463,No,No
1832100369,Engagements,Social Media - Profile Performance Report,Social & Editorial,Review → Retire,Very stale (2+ yrs); No description; Duplicate title,Charles Cooper,kpi,RAW Sprout Social,2024-04-09,799,No,No
1832350315,Payments,Funnel Step CTR,Acquisition & Funnel,Merge,No description; Duplicate title,Karen O'Brien,kpi,PROD | Funnel V3,2026-06-04,13,No,No
1833046344,2024 Delta to Plan,Attribution Forecast Dashboard,Revenue & Finance,Review → Retire,Very stale (2+ yrs); No description,Adair Lyden,kpi,PROD | RAQ Monthly Budget Salesforce,2023-08-21,1031,No,No
1833184943,Resume Payment Amount,Subscription Pausing,Subscriber Health,Document,No description,Matthew Murman,kpi,PROD | Pausing,2025-09-05,285,No,No
1834059281,Finish % Progress to Goal,2024 FloFilms and Original Series,Content & Viewership,Review → Retire,Very stale (2+ yrs); No description,Charles Cooper,kpi,2024 Film Goal Tracking,2024-02-26,842,No,No
1834378528,Owned Subs YoY,Orphan,Marketing,Retire,Very stale (2+ yrs); No description; Duplicate title; Noise page; Orphan,Charles Cooper,kpi,PROD | Marketing Channels,2024-02-28,840,No,No
1834576307,By Vertical w/ Actuals for YTD Through Last Full Month,Signup Forecast Summary,Revenue & Finance,Document,No description,Charles Cooper,kpi,PROD | SOT and 2025 YTD Actuals,2026-02-03,134,No,No
1834752531,Wrestling Streaming | Stream Level,Orphan,Content & Viewership,Retire,No description; Noise page; Orphan,LoriAnn Giron,kpi,PROD | Stream Agg,2025-08-19,302,No,No
1834785956,Funnel Users,Funnel v3,Acquisition & Funnel,Review → Keep or Retire,Stale (1+ yr),Matthew Murman,kpi,PROD | Funnel V3,2025-06-13,369,Yes,No
1834992311,"Matthew Murman's Notebook Dec 1, 2023",Marketing Channels,Marketing,Review → Keep or Retire,Stale (1+ yr); No description; No dataset; Locked; Duplicate title,Matthew Murman,Text,,2024-10-28,597,No,Yes
1835168441,Plans Page Traffic Leading up to ADCC,2024 ADCC Traffic,Acquisition & Funnel,Document,No description,,kpi,DEP | Funnel Agg,2025-07-28,324,No,No
1835574666,Event Table of Contents,Total Viewership,Content & Viewership,Review → Keep or Retire,Stale (1+ yr); No description; Duplicate title,Charles Cooper,kpi,PROD | Event Agg,2024-07-19,698,No,No
1837095489,Duplicate of % to Total Cash Plan,Orphan,Revenue & Finance,Retire,Very stale (2+ yrs); No description; Locked; Noise page; Orphan,Charles Cooper,kpi,"PROD | Monthly Plan, Goals - 2023",2023-06-19,1094,No,Yes
1837570967,Event Comparison - Signup Pacing (ADCC),2024 ADCC Traffic,Acquisition & Funnel,Document,No description,,kpi,PROD | Attribution,2025-07-28,324,No,No
1838537472,AHL Signups - Month to Date YoY,2024 AHL Tracking,Acquisition & Funnel,Review → Keep or Retire,Stale (1+ yr); No description,Charles Cooper,kpi,PROD | AHL Payments,2024-10-21,604,No,No
1838762099,ACV,Weekly SLT Metrics - Price Change (Signup Page),Executive,Merge,No description; Duplicate title,Matthew Murman,kpi,PROD | SLT Price Change - Signup Page,2026-02-13,124,No,No
1839102650,Articles/Rankings Only - Organic Search Visits vs. Other Visits,Organic Search Traffic: Total + Article Specific,Audience & Traffic,Review → Keep or Retire,Stale (1+ yr); No description,Charles Cooper,kpi,Content Visits,2024-09-10,645,No,No
1839152733,Net Followers vs Goal,2026 Content Goals,Content & Viewership,Merge,No description; Duplicate title,Charles Cooper,kpi,2026 Content Goals,2026-02-04,133,No,No
1839897627,Clips - Engagements,2026 Studio Shows Goal,Content & Viewership,Review → Keep or Retire,Stale (1+ yr); No description,Charles Cooper,kpi,PROD | Studio Show Goals,2025-02-04,498,No,No
1840018900,Subs - From Signups,2025-26 AHL Subs,Acquisition & Funnel,Document,No description,Charles Cooper,kpi,PROD | AHL 2025-26 Sub Tracker,2025-10-10,250,No,No
1840218830,MileSplit Signups by Day,Milesplit - Signups and PVs,Acquisition & Funnel,Review → Keep or Retire,Stale (1+ yr); No description,Charles Cooper,kpi,PROD | Attribution,2025-05-05,408,No,No
1840347832,Signups - Selected Time Period,Signup Pacing,Acquisition & Funnel,Review → Keep or Retire,Stale (1+ yr); No description,Charles Cooper,kpi,PROD | Attribution,2024-08-23,663,No,No
1840868421,2023 NHL Draft Content,Orphan,Content & Viewership,Retire,Very stale (2+ yrs); No description; Noise page; Orphan,Charles Cooper,kpi,PROD | Content Agg,2023-07-15,1068,No,No
1841033823,Hockey Alberta - 2026,Charles C. Sandbox,Unmapped,Retire,No description; Noise page,Charles Cooper,kpi,PROD | Event Agg,2026-06-04,13,No,No
1841197131,Duplicate of Gross Viewership,Week 6 postseason Wrestling,Content & Viewership,Review → Retire,Very stale (2+ yrs); No description; Duplicate title,Travis Peter,kpi,PROD | Event Agg,2024-02-19,849,No,No
1841789808,"Ghazal Qadri's Notebook Oct 10, 2024",Live Stream Feedback,Content & Viewership,Document,No description; No dataset,,Text,,2025-07-28,324,No,No
1842296347,AHL Signups - Where they technically got attributed,2024 AHL Tracking,Acquisition & Funnel,Review → Keep or Retire,Stale (1+ yr); No description,Charles Cooper,kpi,Prod | 2024 AHL Tracking,2024-10-03,622,No,No
1842801370,Card Detail Views Trend,Domo - Stats Activity Log App,Product & Tech,Review → Retire,Very stale (2+ yrs); Locked,,kpi,DomoStats | Activity Log,2023-05-15,1129,Yes,Yes
1843408499,Full Year,2025 Content Goals by Vertical,Content & Viewership,Review → Keep or Retire,Stale (1+ yr); No description; Duplicate title,Charles Cooper,kpi,PROD | 2025 Content Goals,2025-02-26,476,No,No
1843645881,Plan Type Toggle,Subscription Lifetime,Subscriber Health,Review → Keep or Retire,Stale (1+ yr); Locked,Matthew Murman,kpi,PROD | Subscription Period Agg,2024-10-28,597,Yes,Yes
1843847375,Pageviews Per Page Type,Milesplit - Signups and PVs,Acquisition & Funnel,Review → Retire,Very stale (2+ yrs); No description,Charles Cooper,kpi,MileSplit Traffic by Quarter,2024-02-15,853,No,No
1844348933,Cancelled Events,Global Partnerships Season Close Out v2,Partnerships,Merge,No description; Duplicate title,Charles Cooper,kpi,PROD | Event Agg,2025-11-12,217,No,No
1844820879,College Conference ACVs and Plan Mix (6 Conferences),College Conference Deal Data for Feb 2024,Unmapped,Review → Keep or Retire,Stale (1+ yr); No description,,kpi,PROD | Attribution,2024-10-24,601,No,No
1845469615,'- % to Renewal Cash FC,Exec Dashboard - 2026,Revenue & Finance,Document,No description,Matthew Murman,kpi,PROD | Forecast Agg - 2026 - SLT,2026-05-04,44,No,No
1845592913,Duplicate of Rights Signups by Month,Week 6 postseason Wrestling,Acquisition & Funnel,Review → Retire,Very stale (2+ yrs); No description; Duplicate title,Travis Peter,kpi,PROD | Event Agg,2024-02-19,849,No,No
1845640063,RAW_hr_sftp,DEP - HR(HR Access Only),Unmapped,Retire,Stale (1+ yr); No description; Locked; Noise page,Matthew Murman,kpi,RAW_hr_sftp,2024-10-28,597,No,Yes
1845826264,Upfront Cash By Plan,Shared,Revenue & Finance,Triage,Very stale (2+ yrs); No description; Locked; Duplicate title; Shared/root,Group | Analytics Team,kpi,PROD | Attribution,2023-05-17,1127,No,Yes
1845969347,Variance Testing,Orphan,Revenue & Finance,Retire,Very stale (2+ yrs); No description; Noise page; Orphan,Daniel Everett,kpi,TEST | RAQ Daily Plan Delta,2023-03-21,1184,No,No
1846038283,Funnel Users & CVR - for Vertical Performance Dash v1,Matthew Williams' Sandbox,Acquisition & Funnel,Retire,No description; Noise page,Matthew Williams,kpi,PROD | Funnel V3,2026-06-03,14,No,No
1846093416,Submission Frequency by Problem,Live Stream Feedback,Content & Viewership,Merge,No description; Duplicate title,,kpi,PROD | Live Stream Feedback,2025-07-28,324,No,No
1846178509,Display Ads,Live Events and Display Ad Sales,Ad Sales,Review → Keep or Retire,Stale (1+ yr); No description,,kpi,PROD | Display with PVs,2024-10-24,601,No,No
1846284204,Platforms - Filter,Milesplit Social Media Pacing,Social & Editorial,Review → Keep or Retire,Stale (1+ yr); No description; Duplicate title,Charles Cooper,kpi,RAW Sprout Social,2024-08-27,659,No,No
1846294205,Summary,Month End Reporting,Revenue & Finance,Review → Keep or Retire,Stale (1+ yr); No description; Locked; Duplicate title,Matthew Murman,kpi,PROD | Netsuite - Forecasts vs Actuals,2024-10-28,597,No,Yes
1846482466,Plans Page --> Pay Page Continuation Rate,Funnel Step CTR,Acquisition & Funnel,Merge,No description; Duplicate title,Karen O'Brien,kpi,PROD | Funnel V3,2026-06-04,13,No,No
1846617404,Marketing Channel Attribution,Marketing Channels (Alt),Marketing,Review → Keep or Retire,Stale (1+ yr); No description,Matthew Murman,kpi,PROD | Marketing Channels,2025-06-03,379,No,No
1846645511,Last 12 Months Social Media Post Metrics - by Rights Contract,Cooper's Graveyard,Content & Viewership,Retire,Stale (1+ yr); No description; Noise page,Charles Cooper,kpi,Social Media Post Metrics,2025-06-06,376,No,No
1846945309,Casting Submissions,Live Stream Feedback,Content & Viewership,Document,No description,,kpi,PROD | Live Stream Feedback,2025-11-19,210,No,No
1847567576,Funnel CVR by,Funnel v3,Acquisition & Funnel,Review → Keep or Retire,Stale (1+ yr); No description,Matthew Murman,kpi,PROD | Funnel V3,2025-06-13,369,No,No
1847815007,Fix To date,DEP - Exec Dashboard - 2023,Operations,Retire,Very stale (2+ yrs); Locked; Noise page,Matthew Murman,kpi,PROD | Attribution,2023-05-17,1127,Yes,Yes
1847815712,WIP | Potential Prod+Rights Costs Savings,Orphan,Revenue & Finance,Retire,Very stale (2+ yrs); Noise page; Orphan,Adair Lyden,kpi,TEST | Rights Agg w/ Payment Schedules,2024-03-14,825,Yes,No
1848867784,Duplicate of How would you rate the agent's understanding of your issue(s)?,Orphan,Unmapped,Retire,No description; Noise page; Orphan,Charles Boehmig,kpi,FED | Qualtrics v2,2025-11-05,224,No,No
1849260002,Event Vertical - College Division Level (Selected Period),Rights Deep Dive,Content & Viewership,Document,No description,Charles Cooper,kpi,PROD | Post Mortem Agg,2025-08-27,294,No,No
1849712657,Streaming | Event Level,Weekly College Reporting for LJ,Content & Viewership,Merge,No description; Duplicate title,LJ Helbig,kpi,PROD | Stream Agg,2026-03-09,100,No,No
1850111354,College | Payments,Joe's Cards,Unmapped,Retire,Stale (1+ yr); No description; Noise page,,kpi,PROD | Payments,2024-10-24,601,No,No
1850353929,Current Quarter,2024 Content Goals by Vertical,Content & Viewership,Review → Keep or Retire,Stale (1+ yr); No description; Duplicate title,Charles Cooper,kpi,2024 Content Goals by Quarter,2024-08-15,671,No,No
1850848585,Yearly -- Estimated Incrementality,Weekly SLT Metrics - Price Change (Renewals) New,Subscriber Health,Merge,No description; Duplicate title,Charles Cooper,kpi,PROD | Pricing Changes Renewals,2026-03-05,104,No,No
1850987937,Plans Page Traffic 30 Days After Saturday of Tour de France,DEP - Tour de France Traffic,Acquisition & Funnel,Retire,No description; Noise page,,kpi,DEP | Funnel Agg,2025-07-28,324,No,No
1851957763,"Matthew Murman's Notebook Dec 1, 2023",Department-level Financials,Unmapped,Review → Keep or Retire,Stale (1+ yr); No description; No dataset; Locked; Duplicate title,Matthew Murman,Text,,2024-10-28,597,No,Yes
1852340833,Payments by State,Overview,Unmapped,Review → Keep or Retire,Stale (1+ yr); No description,Drew Dalton,kpi,PROD | Payments,2025-05-14,399,No,No
1852371362,"Matthew Murman's Notebook Jan 8, 2026",Weekly SLT Metrics - Price Change (Finance Forecast),Revenue & Finance,Merge,No description; No dataset; Duplicate title,Matthew Murman,Text,,2026-05-19,29,No,No
1852451121,Social Monetization by Vertical,Shared,Content & Viewership,Triage,Stale (1+ yr); No description; Locked; Duplicate title; Shared/root,,kpi,RAW Daily Social Ads In-Stream Monetization Tracking,2025-04-21,422,No,Yes
1852920606,"Charles Cooper's Notebook Dec 4, 2023",Films and Original Series - YoY Analysis,Content & Viewership,Review → Retire,Very stale (2+ yrs); No description; No dataset,Charles Cooper,Text,,2023-12-04,926,No,No
1853992165,LD Resolution,Matthew Williams' Sandbox,Unmapped,Retire,Stale (1+ yr); No description; Noise page,Matthew Williams,kpi,LD Resolution,2025-06-11,371,No,No
1854546016,"Matthew Murman's Notebook Jan 13, 2026",Weekly SLT Metrics - Price Change (Signup Page),Executive,Merge,No description; No dataset; Duplicate title,Matthew Murman,Text,,2026-01-22,146,No,No
1854593103,Subs - From AHL Event Attributed Signups,2025-26 AHL Subs,Acquisition & Funnel,Document,No description,Charles Cooper,kpi,PROD | AHL 2025-26 Sub Tracker,2025-10-10,250,No,No
1854984754,ECHL - Unique Viewership 23-24 Season,2024 Hockey Performance,Audience & Traffic,Review → Retire,Very stale (2+ yrs); No description,Charles Cooper,kpi,PROD | Viewer Agg,2024-04-17,791,No,No
1854992901,% of Owned Social Signups to Total - Current Year,"DEP - Signups from Organic Search, Social, Direct",Acquisition & Funnel,Retire,Stale (1+ yr); No description; Noise page,Charles Cooper,kpi,DEP | Funnel Agg,2025-03-11,463,No,No
1855249377,Streaming Incident Resolution Time by Vertical,Weekly College Reporting for LJ,Content & Viewership,Merge,Duplicate title,LJ Helbig,kpi,PROD | Rootly Incidents,2026-03-09,100,Yes,No
1856743636,ga4_by_device,Charles C. Sandbox,Product & Tech,Retire,No description; Noise page,Charles Cooper,kpi,ga4_by_device,2025-12-07,192,No,No
1856875271,Views YTD,Content,Content & Viewership,Review → Keep or Retire,Stale (1+ yr); No description; Duplicate title,Charles Cooper,kpi,PROD | Content Agg,2025-01-08,525,No,No
1857188867,Rights Forecast Close Date - Aug '25,Monthly KPI Sheet,Revenue & Finance,Document,No description,Charles Cooper,kpi,RAW_contract_forecast_log_flat,2025-09-09,281,No,No
1857877437,Varsity/Cheer Ad Hoc Posts,Shared,Social & Editorial,Triage,Stale (1+ yr); No description; Shared/root,Charles Cooper,kpi,Social Media Post Metrics,2024-11-27,567,No,No
1858447984,Session Distribution by Platform,Overview,Product & Tech,Review → Keep or Retire,Stale (1+ yr); No description,,kpi,DEP Prod Connected TV Agg,2025-04-21,422,No,No
1858487250,Visits by UTMs,Shared,Audience & Traffic,Triage,Stale (1+ yr); Shared/root,,kpi,PROD | Visits Web,2025-02-05,497,Yes,No
1859292593,Resolution - Live Distribution 2023 - YTD,Live,Unmapped,Review → Keep or Retire,Stale (1+ yr); No description,Matthew Williams,kpi,Resolution - Live Distribution,2025-06-03,379,No,No
1859297883,Unique Viewers,UAA,Customer Success,Merge,No description; Duplicate title,Kevin Sander,kpi,PROD | Viewer Agg,2026-02-13,124,No,No
1859619093,Big Ole VOD Table By Platform- YTD,What's Going on with VODs,Content & Viewership,Review → Keep or Retire,Stale (1+ yr); No description,Charles Cooper,kpi,PROD | Content Agg,2024-06-27,720,No,No
1861014697,Platform Type,Platform Comparison,Product & Tech,Review → Keep or Retire,Stale (1+ yr); No description,Matthew Murman,kpi,PROD | Platform Comparison,2025-04-04,439,No,No
1861083290,Publish # YTD,What's Going on with VODs,Content & Viewership,Review → Keep or Retire,Stale (1+ yr); No description; Duplicate title,Charles Cooper,kpi,PROD | Content Agg,2024-06-27,720,No,No
1861166604,Upfront Cash,Shared,Revenue & Finance,Triage,No description; Locked; Duplicate title; Shared/root,"Group | Analytics Team,Matthew Murman",kpi,PROD | Event Agg,2026-05-12,36,No,Yes
1862468592,Streams equals/greater than 50fps,Orphan,Content & Viewership,Retire,No description; Duplicate title; Noise page; Orphan,LJ Helbig,kpi,PROD | Stream Agg,2026-03-09,100,No,No
1863486565,Attribution Type,NGW,Unmapped,Document,No description,Matthew Murman,kpi,PROD | Attribution,2025-11-05,224,No,No
1864024987,"Marshall Payne's Notebook Aug 18, 2022",Shared,Unmapped,Triage,Very stale (2+ yrs); No description; No dataset; Shared/root,,Text,,2023-05-15,1129,No,No
1864663848,"Matthew Murman's Notebook Sep 5, 2023",Ad Sales Event Report,Ad Sales,Review → Keep or Retire,Stale (1+ yr); No description; No dataset; Locked,Matthew Murman,Text,,2024-10-28,597,No,Yes
1866041154,M1 Renewal Rate (ALT),Overview,Subscriber Health,Keep,,Karen O'Brien,kpi,PROD | Subscription Period Agg,2026-05-29,19,Yes,No
1866631292,Views QTD,Content,Content & Viewership,Review → Retire,Very stale (2+ yrs); No description; Duplicate title,Charles Cooper,kpi,PROD | Content Agg,2024-03-21,818,No,No
1866775779,YoY Change by Month,MileSplit SMS Dash,Unmapped,Review → Keep or Retire,Stale (1+ yr); No description; Duplicate title,Daniel Everett,kpi,PROD | Attribution,2024-06-29,718,No,No
1867042191,Pre-Funnel Traffic Leading up to Saturday of Tour de France,DEP - Tour de France Traffic,Audience & Traffic,Retire,No description; Noise page,,kpi,DEP | Funnel Agg,2025-07-28,324,No,No
1867637734,Live Ad Sales - YoY for Last 4 Weeks Previous Year - For Trevor,Ad Sales - BI Report,Ad Sales,Document,No description,Charles Cooper,kpi,PROD | Event Agg,2026-01-05,163,No,No
1869164416,Week Filter,FloWrestling HS Premium Rankings Pageviews,Unmapped,Keep,,Matthew Williams,kpi,FloWrestling High School Premium Rankings by State,2026-03-13,96,Yes,No
1869633647,Event Table of Contents excluding racing,Orphan,Content & Viewership,Retire,Very stale (2+ yrs); No description; Duplicate title; Noise page; Orphan,Charles Cooper,kpi,PROD | Event Agg,2023-10-12,979,No,No
1869675715,"Matthew Murman's Notebook Apr 18, 2023",Marketing,Marketing,Document,No description; No dataset; Locked,Matthew Murman,Text,,2026-04-29,49,No,Yes
1869995983,Duplicate of Channel Attribution Signups by Rights Contract,Copy of Marketing Channels,Marketing,Retire,Stale (1+ yr); No description; Noise page,Charles Cooper,kpi,PROD | Marketing Channels,2024-09-06,649,No,No
1870447587,'- % to Y1 Renewal Rate Forecast,College Sub KPIs,Subscriber Health,Merge,No description; Duplicate title,Charles Cooper,kpi,PROD | Forecast Agg - 2026 - SLT,2026-04-01,77,No,No
1871477470,Event Realization,Shared,Unmapped,Triage,Very stale (2+ yrs); No description; Locked; Shared/root,"Group | Analytics Team,Matthew Murman",kpi,PROD | Event Agg,2022-10-21,1335,No,Yes
1871695645,Rights Forecast Close Date - April '25,Monthly KPI Sheet,Revenue & Finance,Review → Keep or Retire,Stale (1+ yr); No description,Charles Cooper,kpi,RAW_contract_forecast_log_flat,2025-06-09,373,No,No
1871772835,Marketing Contributed,Marketing Channels (Alt),Marketing,Document,No description,Matthew Murman,kpi,PROD | Marketing Channels,2026-02-26,111,No,No
1871803362,Duplicate of Viewership Forecast Performance,Orphan,Revenue & Finance,Retire,Very stale (2+ yrs); No description; Noise page; Orphan,Charles Cooper,kpi,PROD | Event Agg,2023-07-09,1074,No,No
1872813893,Q1,2024 Content Goals,Content & Viewership,Review → Retire,Very stale (2+ yrs); No description; Duplicate title,Charles Cooper,kpi,2024 Content Goals by Quarter,2024-02-06,862,No,No
1873354066,Average Age,DEP - HR(HR Access Only),Unmapped,Retire,No description; Noise page,,kpi,RAW_hr_sftp,2026-05-18,30,No,No
1873368836,Signups QTD,Shared,Acquisition & Funnel,Triage,Stale (1+ yr); Locked; Shared/root,Group | Analytics Team,kpi,PROD | Attribution,2024-10-24,601,Yes,Yes
1873466054,Meets Using Live,Milesplit,Unmapped,Review → Keep or Retire,Stale (1+ yr); No description; Locked,Matthew Murman,kpi,PROD | Milesplit Meet Agg,2024-10-28,597,No,Yes
1873467363,Signups Today - Itunes,Today's Signups,Acquisition & Funnel,Review → Keep or Retire,Stale (1+ yr); No description; Locked,Matthew Murman,kpi,PROD | Today Signups,2024-10-28,597,No,Yes
1873518813,Plan Type Filter,Vertical Performance,Product & Tech,Review → Keep or Retire,Stale (1+ yr); Locked,Matthew Murman,kpi,PROD | Payments,2024-10-28,597,Yes,Yes
1874270415,Non-FloCollege Signups Attributed to College Events,FloCollege Launch,Acquisition & Funnel,Review → Keep or Retire,Stale (1+ yr),Matthew Murman,kpi,PROD | Attribution,2024-11-11,583,Yes,No
1875122357,Expected (To Date),DEP - Exec Dashboard - 2024,Subscriber Health,Retire,Stale (1+ yr); Locked; Duplicate title; Noise page,Matthew Murman,kpi,PROD | Next 30 Day Renewals - 2024,2024-10-28,597,Yes,Yes
1875268709,'- Y2 Renewal Rate - Forecast,CEO Dash,Revenue & Finance,Merge,No description; Duplicate title,Matthew Murman,kpi,PROD | Forecast Agg - 2026 - CEO,2026-02-04,133,No,No
1877047627,"Matthew Murman's Notebook Feb 10, 2023",DEP - and Reactivated Cash,Subscriber Health,Retire,Very stale (2+ yrs); No description; No dataset; Locked; Noise page,Matthew Murman,Text,,2023-02-14,1219,No,Yes
1877285073,Streaming | Level,GP Report,Content & Viewership,Review → Keep or Retire,Stale (1+ yr); No description; Locked; Duplicate title,Matthew Murman,kpi,PROD | Stream Agg,2024-08-12,674,No,Yes
1878079946,Top Performing Written Content -- YTD,Content,Content & Viewership,Review → Retire,Very stale (2+ yrs); No description,Charles Cooper,kpi,PROD | Content Agg,2024-05-13,765,No,No
1878559066,Duplicate of Approved Pipeline Deals by Contract,DEP - Deal Approval Dashboard,Revenue & Finance,Retire,Very stale (2+ yrs); No description; Noise page,Daniel Everett,kpi,PROD | RAQ Budget Approval,2023-04-10,1164,No,No
1878781971,Podcast Downloads,2026 Studio Shows Goal,Content & Viewership,Review → Keep or Retire,Stale (1+ yr); No description; Duplicate title,Charles Cooper,kpi,PROD | Studio Show Goals,2025-02-04,498,No,No
1878935526,Eligible Renewals (HockeyTV) -,DEP - HockeyTV Migration Health,Subscriber Health,Retire,Stale (1+ yr); No description; Locked; Noise page,Matthew Murman,kpi,PROD | Dim Subscription,2024-10-28,597,No,Yes
1879301494,"Matthew Murman's Notebook Apr 19, 2023",Event Deep Dive,Content & Viewership,Review → Retire,Very stale (2+ yrs); No description; No dataset; Locked; Duplicate title,Matthew Murman,Text,,2023-05-31,1113,No,Yes
1879384164,Views on Site,Studio Shows Reporting,Content & Viewership,Document,No description,Charles Cooper,kpi,PROD | Content Agg,2026-01-27,141,No,No
1879927414,Imstallment payment dump,Joe's Cards,Unmapped,Retire,Stale (1+ yr); No description; Noise page,,kpi,PROD | Payments,2024-10-24,601,No,No
1880341690,Total Recorded Touches to Conversion --,DEP -Marketing Attribution Distribution of Activi,Marketing,Review → Keep or Retire,Stale (1+ yr),,kpi,DEP Ref Attribution Touch Counts,2025-04-21,422,Yes,No
1880363285,HockeyTV - M1 and Y1,DEP - HockeyTV Migration Health,Subscriber Health,Retire,Stale (1+ yr); No description; Locked; Noise page,Matthew Murman,kpi,DEP_hockey_tv_retention_rates,2024-10-28,597,No,Yes
1880585944,Duplicate of Active Sub Watch Rate,Orphan,Subscriber Health,Retire,Very stale (2+ yrs); No description; Noise page; Orphan,Charles Cooper,kpi,PROD | Event Agg,2023-07-09,1074,No,No
1881370251,Signups Today - Roku,Today's Signups,Acquisition & Funnel,Review → Keep or Retire,Stale (1+ yr); No description; Locked,Matthew Murman,kpi,PROD | Today Signups,2024-10-28,597,No,Yes
1881703614,Weighted Pipeline by Stage,Weighted Pipeline,Revenue & Finance,Document,No description,Emi Boles,kpi,RAW_contract_forecast_sot,2026-02-10,127,No,No
1881743501,Produced Content Funnel,Overview,Content & Viewership,Review → Retire,Very stale (2+ yrs); No description,Charles Cooper,kpi,august_25_bridge,2024-02-27,841,No,No
1881795295,Varsity YOY (FloEvents),Overview,Unmapped,Document,No description,Hannah Roberts,kpi,PROD | Event Agg,2025-12-30,169,No,No
1881851724,Production Cost by Event Vertical Monthly,Joe's Cards,Revenue & Finance,Retire,Stale (1+ yr); No description; Noise page,,kpi,PROD | Event Agg - Salesforce,2024-10-24,601,No,No
1882004145,DAU Leading up to Saturday of Tour de France,DEP - Tour de France Traffic,Audience & Traffic,Retire,No description; Noise page,,kpi,"PROD | DAU, WAU, MAU",2025-07-28,324,No,No
1882112440,SOT - By Vertical,Overview,Revenue & Finance,Review → Keep or Retire,Stale (1+ yr); No description; Duplicate title,Charles Cooper,kpi,RAW_contract_forecast_sot,2024-11-20,574,No,No
1882125710,Minutes Streamed,Platform FAST Reporting,Product & Tech,Merge,No description; Duplicate title,Charles Cooper,kpi,PROD | 2026 FAST Reporting,2026-02-24,113,No,No
1882312593,"Paid Media by Vertical, Month, Source - For GM Reporting",Drew's Domo Cost Hub,Revenue & Finance,Document,No description,Drew Dalton,kpi,RAW_paid_media_agg,2026-01-15,153,No,No
1882318326,Trailing 7 Average - DAS - YoY,DEP - HockeyTV Migration Health,Audience & Traffic,Retire,Stale (1+ yr); No description; Locked; Noise page,Matthew Murman,kpi,"PROD | DAU, WAU, MAU",2024-10-28,597,No,Yes
1882485752,Number of Social Posts,Archive Tracking,Social & Editorial,Retire,Stale (1+ yr); No description; Noise page,Charles Cooper,kpi,Social Media Post Metrics,2025-01-22,511,No,No
1882760389,Active Subs and Signups by Quarter,Shared,Subscriber Health,Triage,Very stale (2+ yrs); No description; Shared/root,Charles Cooper,kpi,Active Subs and Signups by Quarter,2024-04-02,806,No,No
1882999960,2024 Attribution Forecast,Attribution Forecast Dashboard,Revenue & Finance,Review → Retire,Very stale (2+ yrs); No description,Daniel Everett,kpi,PROD | RAQ Monthly Budget Salesforce,2024-01-02,897,No,No
1883710427,7 Day STC,Vertical Performance,Subscriber Health,Review → Keep or Retire,Stale (1+ yr); Locked,Matthew Murman,kpi,PROD | Attribution,2024-10-28,597,Yes,Yes
1884814779,Total Plays,College Viewership for RAQ,Revenue & Finance,Review → Keep or Retire,Stale (1+ yr); No description,Charles Cooper,kpi,raw_college_viewership,2025-02-04,498,No,No
1885191130,Total Monthly Sub Cash,Overview,Revenue & Finance,Merge,No description; Duplicate title,Matthew Murman,kpi,PROD | Forecast Agg - 2026 - CEO,2026-02-04,133,No,No
1885240032,Net Followers,Exec Summary - Social Media,Social & Editorial,Review → Retire,Very stale (2+ yrs); No description; Duplicate title,Charles Cooper,kpi,RAW Sprout Social,2024-05-13,765,No,No
1885421808,Big East Example,Overview,Unmapped,Review → Retire,Very stale (2+ yrs); No description,Charles Cooper,kpi,PROD | Event Agg - Salesforce,2023-11-30,930,No,No
1885868835,Paid Search deep dive Channel Attribution,KEO,Marketing,Document,No description,Karen O'Brien,kpi,PROD | Marketing Channels,2026-04-28,50,No,No
